,files,folder
1,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0002.jpg,brontosaurus
2,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0003.jpg,brontosaurus
3,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0004.jpg,brontosaurus
4,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0005.jpg,brontosaurus
5,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0006.jpg,brontosaurus
6,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0007.jpg,brontosaurus
7,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0008.jpg,brontosaurus
8,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0009.jpg,brontosaurus
9,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0010.jpg,brontosaurus
10,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0011.jpg,brontosaurus
11,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0012.jpg,brontosaurus
12,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0013.jpg,brontosaurus
13,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0014.jpg,brontosaurus
14,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0015.jpg,brontosaurus
15,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0016.jpg,brontosaurus
16,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0017.jpg,brontosaurus
17,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0018.jpg,brontosaurus
18,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0019.jpg,brontosaurus
19,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0020.jpg,brontosaurus
20,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0021.jpg,brontosaurus
21,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0022.jpg,brontosaurus
22,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0023.jpg,brontosaurus
23,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0024.jpg,brontosaurus
24,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0025.jpg,brontosaurus
25,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0026.jpg,brontosaurus
26,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0027.jpg,brontosaurus
27,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0028.jpg,brontosaurus
28,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0029.jpg,brontosaurus
29,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0030.jpg,brontosaurus
30,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0031.jpg,brontosaurus
31,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0032.jpg,brontosaurus
32,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0033.jpg,brontosaurus
33,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0034.jpg,brontosaurus
34,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0035.jpg,brontosaurus
35,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0036.jpg,brontosaurus
36,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0037.jpg,brontosaurus
37,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0038.jpg,brontosaurus
38,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0039.jpg,brontosaurus
39,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0040.jpg,brontosaurus
40,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0041.jpg,brontosaurus
41,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0042.jpg,brontosaurus
42,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\brontosaurus\image_0043.jpg,brontosaurus
0,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0001.jpg,buddha
1,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0002.jpg,buddha
2,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0003.jpg,buddha
3,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0004.jpg,buddha
4,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0005.jpg,buddha
5,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0006.jpg,buddha
6,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0007.jpg,buddha
7,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0008.jpg,buddha
8,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0009.jpg,buddha
9,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0010.jpg,buddha
10,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0011.jpg,buddha
11,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0012.jpg,buddha
12,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0013.jpg,buddha
13,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0014.jpg,buddha
14,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0015.jpg,buddha
15,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0016.jpg,buddha
16,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0017.jpg,buddha
17,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0018.jpg,buddha
18,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0019.jpg,buddha
19,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0020.jpg,buddha
20,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0021.jpg,buddha
21,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0022.jpg,buddha
22,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0023.jpg,buddha
23,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0024.jpg,buddha
24,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0025.jpg,buddha
25,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0026.jpg,buddha
26,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0027.jpg,buddha
27,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0028.jpg,buddha
28,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0029.jpg,buddha
29,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0030.jpg,buddha
30,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0031.jpg,buddha
31,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0032.jpg,buddha
32,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0033.jpg,buddha
33,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0034.jpg,buddha
34,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0035.jpg,buddha
35,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0036.jpg,buddha
36,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0037.jpg,buddha
37,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0038.jpg,buddha
38,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0039.jpg,buddha
39,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0040.jpg,buddha
40,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0041.jpg,buddha
41,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0042.jpg,buddha
42,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0043.jpg,buddha
43,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0044.jpg,buddha
44,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0045.jpg,buddha
45,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0046.jpg,buddha
46,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0047.jpg,buddha
47,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0048.jpg,buddha
48,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0049.jpg,buddha
49,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0050.jpg,buddha
50,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0051.jpg,buddha
51,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0052.jpg,buddha
52,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0053.jpg,buddha
53,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0054.jpg,buddha
54,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0055.jpg,buddha
55,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0056.jpg,buddha
56,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0057.jpg,buddha
57,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0058.jpg,buddha
58,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0059.jpg,buddha
59,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0060.jpg,buddha
60,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0061.jpg,buddha
61,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0062.jpg,buddha
62,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0063.jpg,buddha
63,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0064.jpg,buddha
64,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0065.jpg,buddha
65,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0066.jpg,buddha
66,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0067.jpg,buddha
67,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0068.jpg,buddha
68,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0069.jpg,buddha
69,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0070.jpg,buddha
70,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0071.jpg,buddha
71,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0072.jpg,buddha
72,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0073.jpg,buddha
73,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0074.jpg,buddha
74,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0075.jpg,buddha
75,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0076.jpg,buddha
76,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0077.jpg,buddha
77,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0078.jpg,buddha
78,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0079.jpg,buddha
79,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0080.jpg,buddha
80,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0081.jpg,buddha
81,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0082.jpg,buddha
82,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0083.jpg,buddha
83,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0084.jpg,buddha
84,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\buddha\image_0085.jpg,buddha
0,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0001.jpg,butterfly
1,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0002.jpg,butterfly
2,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0003.jpg,butterfly
3,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0004.jpg,butterfly
4,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0005.jpg,butterfly
5,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0006.jpg,butterfly
6,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0007.jpg,butterfly
7,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0008.jpg,butterfly
8,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0009.jpg,butterfly
9,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0010.jpg,butterfly
10,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0011.jpg,butterfly
11,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0012.jpg,butterfly
12,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0013.jpg,butterfly
13,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0014.jpg,butterfly
14,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0015.jpg,butterfly
15,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0016.jpg,butterfly
16,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0017.jpg,butterfly
17,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0018.jpg,butterfly
18,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0019.jpg,butterfly
19,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0020.jpg,butterfly
20,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0021.jpg,butterfly
21,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0022.jpg,butterfly
22,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0023.jpg,butterfly
23,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0024.jpg,butterfly
24,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0025.jpg,butterfly
25,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0026.jpg,butterfly
26,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0027.jpg,butterfly
27,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0028.jpg,butterfly
28,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0029.jpg,butterfly
29,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0030.jpg,butterfly
30,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0031.jpg,butterfly
31,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0032.jpg,butterfly
32,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0033.jpg,butterfly
33,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0034.jpg,butterfly
34,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0035.jpg,butterfly
35,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0036.jpg,butterfly
36,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0037.jpg,butterfly
37,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0038.jpg,butterfly
38,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0039.jpg,butterfly
39,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0040.jpg,butterfly
40,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0041.jpg,butterfly
41,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0042.jpg,butterfly
42,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0043.jpg,butterfly
43,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0044.jpg,butterfly
44,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0045.jpg,butterfly
45,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0046.jpg,butterfly
46,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0047.jpg,butterfly
47,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0048.jpg,butterfly
48,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0049.jpg,butterfly
49,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0050.jpg,butterfly
50,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0051.jpg,butterfly
51,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0052.jpg,butterfly
52,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0053.jpg,butterfly
53,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0054.jpg,butterfly
54,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0055.jpg,butterfly
55,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0056.jpg,butterfly
56,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0057.jpg,butterfly
57,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0058.jpg,butterfly
58,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0059.jpg,butterfly
59,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0060.jpg,butterfly
60,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0061.jpg,butterfly
61,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0062.jpg,butterfly
62,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0063.jpg,butterfly
63,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0064.jpg,butterfly
64,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0065.jpg,butterfly
65,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0066.jpg,butterfly
66,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0067.jpg,butterfly
67,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0068.jpg,butterfly
68,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0069.jpg,butterfly
69,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0070.jpg,butterfly
70,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0071.jpg,butterfly
71,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0072.jpg,butterfly
72,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0073.jpg,butterfly
73,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0074.jpg,butterfly
74,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0075.jpg,butterfly
75,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0076.jpg,butterfly
76,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0077.jpg,butterfly
77,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0078.jpg,butterfly
78,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0079.jpg,butterfly
79,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0080.jpg,butterfly
80,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0081.jpg,butterfly
81,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0082.jpg,butterfly
82,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0083.jpg,butterfly
83,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0084.jpg,butterfly
84,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0085.jpg,butterfly
85,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0086.jpg,butterfly
86,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0087.jpg,butterfly
87,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0088.jpg,butterfly
88,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0089.jpg,butterfly
89,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0090.jpg,butterfly
90,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\butterfly\image_0091.jpg,butterfly
0,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\camera\image_0001.jpg,camera
1,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\camera\image_0002.jpg,camera
2,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\camera\image_0003.jpg,camera
3,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\camera\image_0004.jpg,camera
4,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\camera\image_0005.jpg,camera
5,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\camera\image_0006.jpg,camera
6,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\camera\image_0007.jpg,camera
7,C:\Users\info-06\Desktop\Game#\client work\bhavya\cnn\101_ObjectCategories\camera\image_0008.jpg,camera
